parent_id,section_id,parent_name,section_name,length,section_type
122,123,L5PCtemplate[0].apic[37],L5PCtemplate[0].apic[38],86.9727074377317,apic
123,124,L5PCtemplate[0].apic[38],L5PCtemplate[0].apic[39],48.93921265807893,apic
123,125,L5PCtemplate[0].apic[38],L5PCtemplate[0].apic[40],205.42208045479134,apic
125,126,L5PCtemplate[0].apic[40],L5PCtemplate[0].apic[41],6.733021629238255,apic
126,127,L5PCtemplate[0].apic[41],L5PCtemplate[0].apic[42],44.76944463334027,apic
126,128,L5PCtemplate[0].apic[41],L5PCtemplate[0].apic[43],24.438690191631895,apic
125,129,L5PCtemplate[0].apic[40],L5PCtemplate[0].apic[44],84.17619236219552,apic
122,130,L5PCtemplate[0].apic[37],L5PCtemplate[0].apic[45],76.23840535265592,apic
130,131,L5PCtemplate[0].apic[45],L5PCtemplate[0].apic[46],20.351841181544852,apic
131,132,L5PCtemplate[0].apic[46],L5PCtemplate[0].apic[47],6.200086815267744,apic
131,133,L5PCtemplate[0].apic[46],L5PCtemplate[0].apic[48],11.629472805281964,apic
130,134,L5PCtemplate[0].apic[45],L5PCtemplate[0].apic[49],122.98101159204565,apic
121,135,L5PCtemplate[0].apic[36],L5PCtemplate[0].apic[50],61.926999206823254,apic
135,136,L5PCtemplate[0].apic[50],L5PCtemplate[0].apic[51],215.48048182237395,apic
136,137,L5PCtemplate[0].apic[51],L5PCtemplate[0].apic[52],113.91621205824949,apic
136,138,L5PCtemplate[0].apic[51],L5PCtemplate[0].apic[53],190.2886683231527,apic
138,139,L5PCtemplate[0].apic[53],L5PCtemplate[0].apic[54],9.075413348762806,apic
139,140,L5PCtemplate[0].apic[54],L5PCtemplate[0].apic[55],7.225584010096268,apic
139,141,L5PCtemplate[0].apic[54],L5PCtemplate[0].apic[56],13.540041772360965,apic
138,142,L5PCtemplate[0].apic[53],L5PCtemplate[0].apic[57],15.345513676158713,apic
142,143,L5PCtemplate[0].apic[57],L5PCtemplate[0].apic[58],11.332671524082052,apic
142,144,L5PCtemplate[0].apic[57],L5PCtemplate[0].apic[59],8.324653752473102,apic
135,145,L5PCtemplate[0].apic[50],L5PCtemplate[0].apic[60],233.13357187059856,apic
145,146,L5PCtemplate[0].apic[60],L5PCtemplate[0].apic[61],173.53837720275232,apic
146,147,L5PCtemplate[0].apic[61],L5PCtemplate[0].apic[62],39.678018850658795,apic
147,148,L5PCtemplate[0].apic[62],L5PCtemplate[0].apic[63],165.46898072913393,apic
147,149,L5PCtemplate[0].apic[62],L5PCtemplate[0].apic[64],101.29219951555103,apic
149,150,L5PCtemplate[0].apic[64],L5PCtemplate[0].apic[65],16.371477805489754,apic
149,151,L5PCtemplate[0].apic[64],L5PCtemplate[0].apic[66],26.098859146572387,apic
146,152,L5PCtemplate[0].apic[61],L5PCtemplate[0].apic[67],192.76761755036776,apic
145,153,L5PCtemplate[0].apic[60],L5PCtemplate[0].apic[68],97.98249962040597,apic
153,154,L5PCtemplate[0].apic[68],L5PCtemplate[0].apic[69],142.43739889758362,apic
154,155,L5PCtemplate[0].apic[69],L5PCtemplate[0].apic[70],47.73883131125253,apic
154,156,L5PCtemplate[0].apic[69],L5PCtemplate[0].apic[71],57.7422076723484,apic
156,157,L5PCtemplate[0].apic[71],L5PCtemplate[0].apic[72],35.38675626000948,apic
156,158,L5PCtemplate[0].apic[71],L5PCtemplate[0].apic[73],69.15071758474484,apic
153,159,L5PCtemplate[0].apic[68],L5PCtemplate[0].apic[74],38.774539997480616,apic
159,160,L5PCtemplate[0].apic[74],L5PCtemplate[0].apic[75],71.49564640212412,apic
160,161,L5PCtemplate[0].apic[75],L5PCtemplate[0].apic[76],136.94997914832447,apic
160,162,L5PCtemplate[0].apic[75],L5PCtemplate[0].apic[77],140.41547243920786,apic
159,163,L5PCtemplate[0].apic[74],L5PCtemplate[0].apic[78],119.57755938958596,apic
88,164,L5PCtemplate[0].apic[3],L5PCtemplate[0].apic[79],77.87637870283184,apic
87,165,L5PCtemplate[0].apic[2],L5PCtemplate[0].apic[80],21.46508897772725,apic
165,166,L5PCtemplate[0].apic[80],L5PCtemplate[0].apic[81],12.909751224132606,apic
166,167,L5PCtemplate[0].apic[81],L5PCtemplate[0].apic[82],34.117982783514755,apic
167,168,L5PCtemplate[0].apic[82],L5PCtemplate[0].apic[83],75.55456514898529,apic
168,169,L5PCtemplate[0].apic[83],L5PCtemplate[0].apic[84],48.64620796522816,apic
168,170,L5PCtemplate[0].apic[83],L5PCtemplate[0].apic[85],81.1539525251044,apic
167,171,L5PCtemplate[0].apic[82],L5PCtemplate[0].apic[86],85.39420715568633,apic
166,172,L5PCtemplate[0].apic[81],L5PCtemplate[0].apic[87],151.76435292719657,apic
165,173,L5PCtemplate[0].apic[80],L5PCtemplate[0].apic[88],6.0705858659896546,apic
173,174,L5PCtemplate[0].apic[88],L5PCtemplate[0].apic[89],49.63104106001424,apic
174,175,L5PCtemplate[0].apic[89],L5PCtemplate[0].apic[90],7.476266408729604,apic
174,176,L5PCtemplate[0].apic[89],L5PCtemplate[0].apic[91],11.058417897207335,apic
173,177,L5PCtemplate[0].apic[88],L5PCtemplate[0].apic[92],20.73033724544678,apic
177,178,L5PCtemplate[0].apic[92],L5PCtemplate[0].apic[93],105.04203834398501,apic
177,179,L5PCtemplate[0].apic[92],L5PCtemplate[0].apic[94],20.32434950569892,apic
179,180,L5PCtemplate[0].apic[94],L5PCtemplate[0].apic[95],52.488860434950396,apic
179,181,L5PCtemplate[0].apic[94],L5PCtemplate[0].apic[96],33.25515667837315,apic
181,182,L5PCtemplate[0].apic[96],L5PCtemplate[0].apic[97],10.545443825655823,apic
181,183,L5PCtemplate[0].apic[96],L5PCtemplate[0].apic[98],5.817992372140609,apic
86,184,L5PCtemplate[0].apic[1],L5PCtemplate[0].apic[99],32.5988739280246,apic
184,185,L5PCtemplate[0].apic[99],L5PCtemplate[0].apic[100],5.582459739998661,apic
185,186,L5PCtemplate[0].apic[100],L5PCtemplate[0].apic[101],159.39240565645844,apic
185,187,L5PCtemplate[0].apic[100],L5PCtemplate[0].apic[102],179.49577567548425,apic
184,188,L5PCtemplate[0].apic[99],L5PCtemplate[0].apic[103],83.41231965098439,apic
85,189,L5PCtemplate[0].apic[0],L5PCtemplate[0].apic[104],23.34427082953329,apic
189,190,L5PCtemplate[0].apic[104],L5PCtemplate[0].apic[105],93.67879065882175,apic
189,191,L5PCtemplate[0].apic[104],L5PCtemplate[0].apic[106],22.085165526206854,apic
191,192,L5PCtemplate[0].apic[106],L5PCtemplate[0].apic[107],36.0978256211796,apic
191,193,L5PCtemplate[0].apic[106],L5PCtemplate[0].apic[108],30.074693145727913,apic
